beta	z_lat	d_inf	delta	e0	R0
0.2552541691117768	22.64298804541024	7.388030172496035	0.3144652338108344	4.1220641043332	1.8858255030532123
0.19269423254365425	22.728399905229672	7.187402512871364	0.3089186811065418	3.692877388743881	1.3849710112000795
0.16630290732546799	24.184587545393207	7.171006911895844	0.30650591879089567	4.298094109220288	1.192559297899305
0.1653343902866186	23.79963011989417	10.286261514563996	0.31312896190546013	3.636875867506925	1.7006727758391482
0.22477400911010195	27.861077819322304	8.23221495692226	0.3082861629857088	2.898781981188177	1.8503879597235615
0.1388649923783988	20.644693631254533	8.030876988011256	0.34889449838359576	2.7049281815461232	1.1152076717320414
0.23491657496556584	17.397799184470518	13.00252730424429	0.3764418241308996	3.9251185102443977	3.0545091802093207
0.24195980798350267	19.499298773651816	13.063066840835711	0.3559335684177266	4.157648456441873	3.1607371444842696
0.17599675393795372	23.656579776978113	11.799044988262244	0.4639879240165885	1.6375824391344929	2.076593617502036
0.2304963681216812	31.099292446479616	13.132139130298224	0.48305836170903194	2.5467758737038007	3.026910375202354
0.4215547586865994	24.945949628325288	11.288968870837076	0.3995301001284608	2.813099215620772	4.758918548166256
0.3344015018399781	28.66393104488814	10.716111838742359	0.41940963829680167	2.322738604499599	3.5834838927606136
0.250610421596599	29.698319978470476	12.465348270634069	0.3891978595562711	2.7677645439207272	3.1239461854520405
0.29047271286908527	23.760735072708815	13.090841070824656	0.33546937749809425	2.408263118125997	3.802532119580479
0.19991169932687608	27.728515585568555	11.696920210347868	0.43743655533499454	3.212184794484194	2.338351196141523
0.2774518168293944	22.51289368326347	12.547636471416869	0.4451265456843047	2.343373025541782	3.481364535909382
0.29513228751049986	22.835446048512807	13.976969149649795	0.45083982796251393	1.087375556345367	4.12505487759983
0.22695962482817733	23.61254129066535	11.416879412514156	0.49687490502046866	0.9201206951393536	2.5911706681727544
0.3969111546352515	25.43967956512326	10.478339969795496	0.4933806650441337	1.4998606977074704	4.158970016072237
0.30393934962962943	25.602683601575077	12.566340899029408	0.49771012567381456	1.701147296327324	3.819405480075211
0.4367076190389906	31.84955087008786	9.462760594435197	0.4976768579164977	1.2666318703964368	4.132459648731778
0.28048935278702847	25.112825125708067	10.366112331554376	0.3979772416528773	3.831107861521081	2.907584138795322
0.32720136826092217	25.787565157648302	8.966579838561078	0.3394568374701932	2.5679130545215654	2.933877191797983
0.10642958723590064	18.792816895801145	12.72025464545072	0.32556878573482534	0.9817411873181184	1.3538114514508677
0.14419786545143323	18.16318708839159	13.106219840923256	0.310924682523406	0.6975463457676064	1.8898889251983564
0.10764668518198492	17.541802764672305	9.59057759399018	0.4650883976083134	1.0509889669904307	1.0323938869736593
0.11796840908455432	17.853075605753826	11.643388568341932	0.4315328228345555	1.074901076728471	1.3735520257605842
0.2572706333200801	19.9077770469264	11.952582312774567	0.3724577417811563	1.51654996452146	3.0750484214179004
0.20235270085237927	22.891373003029926	11.235923745014052	0.4026739226996404	1.1395255791077357	2.2736195163749735
0.15285426763246773	23.069940389620776	11.390596006664028	0.4297818542613265	1.7203541235778232	1.7411012104959416
0.18374795019731976	19.33263797179021	7.066943051838584	0.3873262102335896	1.432754287422329	1.298536299936531
0.21658555751677913	18.271917699276525	7.465923960896735	0.38598462070020334	1.51172795378155	1.6170113034486993
0.2985796784076093	24.347541006685724	11.88743639434124	0.33373948419316324	1.3372861863161332	3.549346935713318
0.25524153735575195	24.928012752492183	8.949206815193584	0.37352799958936667	1.2781327633073187	2.284209305624583
0.3563106858239434	22.67250293972216	11.905962010533745	0.46183735105898627	3.0518549548279634	4.242221489367094
0.45543129513352026	22.84975160984518	11.734071873459	0.4895476022064348	1.572278970749094	5.344063550519245
0.17494747021040563	19.14298848260113	12.406005512477725	0.313108105895246	3.7832927488391657	2.170399279824325
0.4254126541937778	17.09052598606186	7.713346173717512	0.3219909477157434	2.2372203367725807	3.2813550684765866
0.45862689422179087	22.550624767597455	8.357064121992531	0.44781163479865266	1.8632731658434036	3.8327743630817923
0.49573321267686854	21.97291171402463	9.04841361634032	0.4223589505907184	2.660489773694944	4.485599151657508
0.48664998589236175	21.85385391935201	8.048780763545457	0.4695589735343589	2.9335533944774785	3.916939045030109
0.4092011028909708	18.787547192458582	7.5585228464653476	0.38824592729579055	3.1526513902762274	3.09295588500022
0.4012705066819593	16.839723473448586	7.683775100022929	0.3840499324387807	4.283207580734465	3.0832723276164233
0.373515835488328	18.376118200827182	7.957522955996209	0.42906165651857087	4.735984689786664	2.9722608353264737
0.3689165160505953	16.845999515202177	9.051563318677353	0.425529757650734	4.5939851213891	3.339271204337813
0.3266673340951508	14.572157589264195	8.398518448765433	0.4756772497040865	4.573766752564242	2.7435216320071456
0.4415861227900723	22.223726874803	8.304409273698177	0.4862536329623708	2.5968757419887	3.6671118932342983
0.4510752480491767	26.016151196578694	8.14058847295099	0.46165310132590653	3.1922600368441585	3.6720179647026363
0.36952558479823305	27.9457631468144	7.775815927041905	0.3878018785227156	1.5367141091940235	2.8733629277235746
0.47051591511979807	28.26155853101716	7.765021851754351	0.4074013059288816	3.210639153646789	3.6535663625034274
0.363068656765876	22.57277007863356	7.847054618607606	0.3709187191989646	3.5083883331131904	2.849019579946327
0.2749094686985148	23.296614323380624	8.012318971641628	0.3410774473595927	4.89468132705452	2.2026623515370303
0.3179179051804197	30.742167588371412	7.151493852526918	0.31633370549611245	4.736960663198611	2.2735879445060068
0.2528903924861842	29.288023936503084	7.831815533004399	0.30432799970354407	3.674094555175447	1.9805909040208765
0.26046271271614085	26.007250151567973	8.049120517679468	0.3043886932802808	2.569404111093169	2.096495765013942
0.18849839593313053	21.21097631039808	7.475919748298399	0.49592764278104934	1.5670418545274651	1.409198880679061
0.18074740677420292	22.89366578970248	7.37443373373137	0.48727020606366434	1.590538063858084	1.3329097738001479
0.21793710039427933	20.23710354386585	8.967603975557548	0.46662213592890794	1.5797634697528107	1.9543736079172238
